Product_name,Category,Review,Overall Sentiment Score,reviewer_name,age,gender,area
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Cleaning,Well packed and arrived pretty quickly.Thanks ,0,Kumar Vinoth,23,Female,Western
"Dettol Disinfectant Spray Original Pine Fragrance, Sanitizer for Hard & Soft Surfaces, 225ml",Cleaning,I use it on almost everything. I also clean my top up net with it ,1,Soosai Sophia,32,Male,Eastern
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Good quality product. Good packing. Fast delivery. Highly recommended. Thank you daraz.,0,Jones Olivia,47,Male,Central
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Pack was leaked. They have used only bubble wrap. Better if they sealed the lid. I hope it is because of delivery. Delivery is worst as daraz got support from Certis. Took a week to deliver. ,1,Smith Vinoth,33,Male,Northern
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Fast delivery during this pandemic. Got the product very next day after ordering. Safely packed and no leakage. Great service!,0,Williams Olivia,53,Male,Sabaragamuwa
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,"Received very fast , good packing , affordable price lower than the market , Highly recommend to buy",1,Maryam Zidan,19,Male,Southern
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,yesterday evening ordered. today received. what a speed delivery in this pandamic period. quality product also. more power.,2,Wilson Matthew,42,Male,North Western
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Very bad all are leaking,2,Vithujan John,33,Female,Sabaragamuwa
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,"Don't take the stuff from them. I got harpic 5. All the five bottles from them are not half of the five bottles. I've got all the other stuff I've taken, and all the stuff I've taken is left in the same box. All the harpics are washed with harpic.",2,Vithujan Saini,34,Male,North Western
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,when I opened the itam it was leaking ,2,Bathri Sophia,55,Female,Central
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,The seal was broken and leaked everywhere inside the package. Waste of money.,3,Vithujan Zidan,35,Male,North Western
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Leaked from the packing. Fast delivery. Thanks,2,Wilson Thinesh,57,Male,Sabaragamuwa
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,I ordered with some other goods. but this one is leak and absorb to some other. otherwise satisfied packing and prices.,2,Kumar Michael,24,Female,Sabaragamuwa
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,i ordered 1 but received 2 ,2,Davis John,19,Female,Uva
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Good product. Slight leakage when receiving. ,1,Johnson John,21,Female,North Western
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Well packed.. No leaks.. Expiray date 2023.. Delivered within 24 hrs from order..,2,Anderson David,30,Male,North Western
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,Discounted price + fast delivery . Thank you daraz.,1,Vithujan Michael,49,Female,North Central
Harpic Toilet Cleaner Liquid with Power Plus 10/10 Stain Removal 750ml Original,Cleaning,"Spilled a bit when delivered , still it was k",2,Davis Sophia,51,Female,Western
"Vim Dishwash Liquid, 250ml",Cleaning,Thank You! Fast Shipping. Nicely packed.,0,Maryam Olivia,73,Female,Central
"Vim Dishwash Liquid, 250ml",Cleaning,Amazing was packed very well👌,1,Smith Albert,46,Male,North Western
"Vim Dishwash Liquid, 250ml",Cleaning,good.. well packed,1,Kumar Albert,37,Female,North Central
"Vim Dishwash Liquid, 250ml",Cleaning,very fast delivery and good services . Thank you nice shopping experience .😊😊,0,Wilson Daniel,62,Male,Eastern
"Vim Dishwash Liquid, 250ml",Cleaning,Nothing much to say about this product as it is a regular product which is commonly available in the market .,2,Williams Karthi,53,Female,Western
"Vim Dishwash Liquid, 250ml",Cleaning,Quick delivery with efficient service.Product as described. Well Packed.,1,Kumar John,70,Female,North Western
"Vim Dishwash Liquid, 250ml",Cleaning,Nicely packaged.Thank you.,1,Jones Olivia,47,Male,Central
"Vim Dishwash Liquid, 250ml",Cleaning,130/= for 120/=.,1,Johnson Zidan,69,Male,Eastern
"Vim Dishwash Liquid, 250ml",Cleaning,"Good quality, also very well packed and delivered very fast by dMart and Unilever",0,Anderson Vinoth,61,Male,Eastern
"Vim Dishwash Liquid, 250ml",Cleaning,It's good quality. Come within 3 days,1,Soosai Daniel,71,Female,Northern
"Vim Dishwash Liquid, 250ml",Cleaning,no damage.well packed..good delivery happy customer thank u,0,Taylor Saini,34,Female,Uva
"Vim Dishwash Liquid, 250ml",Cleaning,fast delivery ... thanks... well packing ....,1,Kumar Emily,62,Female,North Western
"Vim Dishwash Liquid, 250ml",Cleaning,"Good product, really excited 😆 ",0,Wilson David,57,Female,Sabaragamuwa
"Vim Dishwash Liquid, 250ml",Cleaning,Fast shipping and best price ,0,Jones John,37,Female,North Central
"Vim Dishwash Liquid, 250ml",Cleaning,super but box is to larg,1,Anderson Jane,75,Female,Western
"Vim Dishwash Liquid, 250ml",Cleaning,Good packing Good service,0,Miller Thinesh,57,Female,Eastern
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,Well packed and good service ,0,Johnson Vinoth,25,Male,Sabaragamuwa
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,good quility.good price,1,Kumar Albert,37,Female,North Central
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,Quick Delivery Good service really Happy thank u so much daraz 😍❤️,0,Taylor David,36,Male,Sabaragamuwa
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,good item promotional price good packing send without damages ,0,Smith Albert,46,Male,North Western
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,There was a leak from the lid of one bottle ,4,Brown Olivia,27,Female,Sabaragamuwa
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,fast delivery and well packed.thank you daraz,1,Brown Saini,31,Male,North Western
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,bottle was leaked. very disappointed ,3,Miller Albert,69,Male,Sabaragamuwa
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,Good packing. shipping in time.,1,Williams David,21,Male,Uva
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,satisfied with the item,1,Maryam Vinoth,20,Female,Southern
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,1/10 of Lysol was spilled Packing is very poor.,4,Anderson Jane,75,Female,Western
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,"Received very fast, , affordable price lower than the market but the product cap was broken and split some liquid when received, recommend the seller to seal and check the bottle cap before packing",4,Davis John,19,Female,Uva
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,Not same as picture and price too high than label. But when ask refund they accept and refunded without take product.,1,Soosai Thinesh,74,Female,Northern
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Reckitt team. Wishing you both companies a lot of success.,0,Taylor David,36,Male,Sabaragamuwa
Lysol Disinfectant Surface & Floor Cleaner Liquid Pine 200ml,Cleaning,cheap & good.fast delivery too.,2,Anderson Sophia,23,Male,North Western
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,I love the product. However not impressed with the packaging. Not came in a box. There was a small leak.It wasn’t bad but disappointing to open the pack and see the liquid everywhere.,3,Soosai Sophia,32,Male,Eastern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,safely packed. no leakage,1,Christopher Emma,29,Female,North Central
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,The Best Product. Love to buy again. Delivered items fast and safely .Big thanks to Daraz team & Reckitt .Wishing you both companies a lot of success.,0,Miller Thinesh,57,Female,Eastern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Not satisfied bcz the lid has broken ,0,Miller Matthew,44,Female,North Western
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Good product. Marked price 380/= charged me Rs 400/=,1,Vithujan Jane,65,Male,Southern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,I got it today. best product and best price . free delivered . Thank you very much .☺☺,0,Vithujan Karthi,39,Female,Central
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Good product. Marked price 380/= charged me Rs 400/=,1,Williams Emma,52,Female,Central
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,A little bit had been leaked when I received although wrapped well.. But product is recommended.. ,2,Williams Matthew,41,Female,Northern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Still to be used. Good price. Securely packaged.,0,Christopher John,26,Male,North Western
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Yes. Of course I encouraged this product. Thank you so much for your fast delivery and best packaging.,0,Anderson Michael,66,Male,North Central
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Safety Package.... And quality item 🤜🤛 Thanks,0,Bathri Michael,66,Female,Sabaragamuwa
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Hi dettol spray is useful to me. Thank you. Packaging method also. Good,0,Jones Albert,23,Male,Northern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,Nicely wrapped and sent in a box 👍 thanks seller ,0,Kumar Matthew,30,Male,Northern
Dettol Antibacterial Surface Disinfectant Spray 500Ml,Cleaning,An excellent service. highly recommended ,0,Maryam David,55,Female,North Central
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,The Best Product.Delivered items fast and safely .Big thanks to Daraz team & Unilever Company .Wishing you both companies a lot of success.,0,Miller Karthi,64,Female,Eastern
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Fast Delivery Delivered within One Day Well Packed Not Leaked Any Liquid Bottle Seller Recommended,1,Christopher John,26,Male,North Western
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,"the bottle cap was not perfectly closed, therefore liquid was leaked",3,Bathri Zidan,33,Female,Uva
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Thank you for the fast & good service.keep up the good work 👏,0,Bathri John,70,Male,North Central
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Good product. Recommended,1,Jones Matthew,23,Male,North Central
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Good discount price,1,Brown Saini,31,Male,North Western
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Well packed. Difficult to unpack too😇. not yet used. Item as described.,2,Christopher Albert,64,Male,Uva
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Quick Delivery Quality product Recommending to buy for healthy product,1,Soosai Karthi,20,Female,Northern
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,"Good item , Excellent packing . Initially it was Rs900 now Rs1200 . What to do ☹️ , day by day price goes up ",0,Taylor Saini,34,Female,Uva
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Really good product... Worth the price 👍,0,Smith Emma,69,Female,Western
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,Good product. Well packed and labelled. ,0,Jones Jane,37,Female,Sabaragamuwa
Domestos Sink & Pipe Unblocker 500Ml,Cleaning,now expensive & over priced,2,Bathri David,23,Male,Southern
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,Received. Yet to try it out.,2,Vithujan Thinesh,73,Male,North Western
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Love this kitchen cleaner, and its good in quality too",0,Miller Albert,69,Male,Sabaragamuwa
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Good kitchen cleaner to have, works",1,Smith Albert,46,Male,North Western
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,Don't take anyone. It doesn't even get the least amount of soap. Doesn't matter. Money was wasted just by lying. It doesn't look like it's on 4tos in the video. I'm going to leave a little more than that. It doesn't make any difference that it's espressed. ,3,Soosai Daniel,71,Female,Northern
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,Great cleaner!!! good customer service and thanks daraz for quick delivery,0,Johnson John,21,Female,North Western
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Excellent kitchen cleaner i have ever bought, worth it",0,Davis Saini,50,Female,Southern
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"A must for the kitchen, very much usefull and thanks daraz for quick delivery",1,Wilson Thinesh,57,Male,Sabaragamuwa
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Its very usefull, 100% recommended",1,Jones Jane,37,Female,Sabaragamuwa
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Perfect for my kitchen, highly recommended",1,Anderson Saini,20,Female,North Western
High Quality Kitchen Cleaner Spray 500ML Foam Cleaner,Cleaning,"Impressive product, superb cleaning, good customer service and i just love it",0,Soosai Emma,71,Female,Eastern
